list-dlnone,2,8,48,120072,2501.500000
list-inone,2,16,96,147090,1532.187500
list-inone,12,16,576,317691,551.546875
list-dlnone,2,16,96,86465,900.677083
list-dlnone,12,16,576,334078,579.996528
list-inone,2,32,192,128611,669.848958
list-dnone,2,32,192,135910,707.864583
list-ilnone,2,32,192,132972,692.562500
list-im,2,1,6,153303,25550.500000
list-im,4,1,12,165713,13809.416667
list-im,8,1,24,227863,9494.291667
list-im,12,1,36,315329,8759.138889
list-dm,2,1,6,112169,18694.833333
list-dm,4,1,12,107074,8922.833333
list-dm,8,1,24,215485,8978.541667
list-dm,12,1,36,340592,9460.888889
list-ilm,2,1,6,95543,15923.833333
list-ilm,4,1,12,117768,9814.000000
list-ilm,8,1,24,264329,11013.708333
list-ilm,12,1,36,377531,10486.972222
list-dlm,2,1,6,75862,12643.666667
list-dlm,4,1,12,147311,12275.916667
list-dlm,8,1,24,256987,10707.791667
list-dlm,12,1,36,335634,9323.166667
list-im,2,2,12,70357,5863.083333
list-im,4,2,24,156153,6506.375000
list-im,8,2,48,265267,5526.395833
list-im,12,2,72,332192,4613.777778
list-dm,2,2,12,168944,14078.666667
list-dm,4,2,24,162020,6750.833333
list-dm,8,2,48,229613,4783.604167
list-dm,12,2,72,337073,4681.569444
list-ilm,2,2,12,69711,5809.250000
list-ilm,4,2,24,179439,7476.625000
list-ilm,8,2,48,222759,4640.812500
list-ilm,12,2,72,343019,4764.152778
list-dlm,2,2,12,112264,9355.333333
list-dlm,4,2,24,183146,7631.083333
list-dlm,8,2,48,274067,5709.729167
list-dlm,12,2,72,310821,4316.958333
list-im,2,4,24,77626,3234.416667
list-im,4,4,48,165580,3449.583333
list-im,8,4,96,251257,2617.260417
list-im,12,4,144,313494,2177.041667
list-dm,2,4,24,115443,4810.125000
list-dm,4,4,48,173180,3607.916667
list-dm,8,4,96,264858,2758.937500
list-dm,12,4,144,348033,2416.895833
list-ilm,2,4,24,113250,4718.750000
